Gene Group,M/L MOCK R1 0h,H/L MOCK R1 0h,M/L LPS R1 0h,H/L LPS R1 0h,M/L MOCK R2 0h,H/L MOCK R2 0h,M/L LPS R2 0h,H/L LPS R2 0h,M/L MOCK R1  0.5h,H/L MOCK R1  0.5h,M/L LPS R1  0.5h,H/L LPS R1  0.5h,M/L MOCK R2  0.5h,H/L MOCK R2  0.5h,M/L LPS R2  0.5h,H/L LPS R2  0.5h,M/L MOCK R1 01h,H/L MOCK R1 01h,M/L LPS R1 01h,H/L LPS R1 01h,M/L MOCK R2 01h,H/L MOCK R2 01h,M/L LPS R2 01h,H/L LPS R2 01h,M/L MOCK R1 02h,H/L MOCK R1 02h,M/L LPS R1 02h,H/L LPS R1 02h,M/L MOCK R2 02h,H/L MOCK R2 02h,M/L LPS R2 02h,H/L LPS R2 02h,M/L MOCK R1 03h,H/L MOCK R1 03h,M/L LPS R1 03h,H/L LPS R1 03h,M/L MOCK R2 03h,H/L MOCK R2 03h,M/L LPS R2 03h,H/L LPS R2 03h,M/L MOCK R1 04h,H/L MOCK R1 04h,M/L LPS R1 04h,H/L LPS R1 04h,M/L MOCK R2 04h,H/L MOCK R2 04h,M/L LPS R2 04h,H/L LPS R2 04h,M/L MOCK R1 05h,H/L MOCK R1 05h,M/L LPS R1 05h,H/L LPS R1 05h,M/L MOCK R2 05h,H/L MOCK R2 05h,M/L LPS R2 05h,H/L LPS R2 05h,M/L MOCK R1 06h,H/L MOCK R1 06h,M/L LPS R1 06h,H/L LPS R1 06h,M/L MOCK R2 06h,H/L MOCK R2 06h,M/L LPS R2 06h,H/L LPS R2 06h,M/L MOCK R1 09h,H/L MOCK R1 09h,M/L LPS R1 09h,H/L LPS R1 09h,M/L MOCK R2 09h,H/L MOCK R2 09h,M/L LPS R2 09h,H/L LPS R2 09h,M/L MOCK R1 12h,H/L MOCK R1 12h,M/L LPS R1 12h,H/L LPS R1 12h,M/L MOCK R2 12h,H/L MOCK R2 12h,M/L LPS R2 12h,H/L LPS R2 12h,M/L MOCK R1 24,H/L MOCK R1 24,M/L LPS R1 24,H/L LPS R1 24,M/L MOCK R2 24,H/L MOCK R2 24,M/L LPS R2 24,H/L LPS R2 24
Snf8,50.6335909967,22.3864066854,50.6335909967,22.3864066854,54.7370744095,6.2014401118,54.7370744095,6.2014401118,50.0746916696,11.6398200176,44.7677637103,10.0289375505,49.2528389798,18.0774059597,49.8261540097,10.555443776,49.2043673305,11.5422034497,48.261218004,15.0514456438,51.8937919862,9.3117148725,50.3078967221,11.4943869414,50.6175930369,15.0756934923,48.4411536923,15.788311554,52.8352477275,14.206230717,53.376148525,8.4204473544,49.7627553057,14.2788694685,48.2935245794,18.3771191263,50.231043267,11.4720498964,55.9544451162,15.2544164975,48.9197610469,17.2902049162,48.9912530196,15.4504686949,46.4636287579,18.1952153747,51.7739053044,12.6834925835,45.2343590528,10.7230802529,45.971412822,10.2463881082,47.9806677677,11.4474005761,51.1069387812,15.6997709147,46.339673935,21.0577875386,45.1623703915,16.1243160768,51.755069935,8.3098159477,51.8847314798,7.6046208365,46.7436303926,12.0474652902,47.5987570929,9.8599708051,48.2728909669,10.7937281905,52.2557569198,12.4454510155,45.3354324913,10.3273271646,45.755430454,16.8680175322,47.2789668364,9.4885074107,51.3831978449,11.6901839327,41.044172981,14.3246240137,39.7824922108,19.2046078941,38.0346418905,20.2830640405,44.6211590027,16.9862585116
Cd300lf,38.0755189186,11.6371280041,38.0755189186,11.6371280041,36.647617731,11.6671271703,36.647617731,11.6671271703,44.4078982394,12.5802224301,51.0444417022,2.7969848722,44.4392337303,6.2975314348,45.9621190655,8.7787262091,47.9099537444,85.9348897039,41.5859850114,22.0048838126,33.5109277616,13.8229713755,44.13240075,8.227437071,42.6904866954,102.1639101759,40.0681906242,94.4218734061,41.5565046439,7.074781634,34.6728320603,17.2140413288,40.9058383231,78.4875001685,43.3872233421,74.9571450924,40.553744601,6.0755601371,45.6545461545,15.1596973562,52.2753884383,72.4643177247,41.2508135098,28.1925647226,42.1032449214,8.3320105739,45.6053932765,13.3976258111,43.413596132,13.1312902196,42.7536964395,5.5683598201,42.4846883302,13.7913564699,31.1702852112,24.2846404017,41.309400284,17.3378018112,39.4873582259,45.0069578734,41.9038278614,6.0633729676,40.1117936983,7.5142602854,39.6404618211,5.6770650534,36.8973617921,6.2371835672,34.7613450897,14.9559568811,29.7452216979,16.6720400894,33.6804388447,14.4545906995,29.8856309163,28.4181669766,24.1808249736,25.6025321572,24.2229977748,9.0446635913,23.8665083342,50.1065948788,17.7045404949,51.6308611523,16.7502540503,14.7673700365,16.610928414,18.8842050474
H6pd,5.7261001863,3.7437089934,5.7261001863,3.7437089934,3.3735899334,0.8953147562,3.3735899334,0.8953147562,5.8475967435,1.6142904637,7.1744691613,1.7169493943,3.8966612099,0.5245169528,4.1710688537,0.5158573586,5.7647658117,3.5882690339,6.7600234844,1.3839550268,3.5203779195,0.8601803195,4.5706513428,0.3337987674,7.3663839867,2.7294381232,6.6553388787,1.6855974067,3.9344453614,0.8140308781,3.7048782996,0.4553480492,6.4165569817,1.9191511209,6.5660926642,1.4918906172,3.8448654419,0.4803509387,3.390216913,1.3488453678,6.8694398554,1.0887497228,5.3703082359,5.3807187904,3.4540613821,0.8232578638,3.4047087195,1.0103424619,5.9948979384,0.9140022701,5.6555572837,1.3586304887,3.8440715534,NA,3.9411012592,1.9952879596,6.90588309,3.8851970778,5.4446614541,2.1183973968,3.8413044962,0.533314979,3.4486168732,0.819401521,6.1890582589,1.4811606539,4.9014523806,2.7543858965,3.9413923277,1.3485353059,2.9997560147,1.7741209388,5.0171694248,1.2498251799,4.2769853302,2.3007898027,3.572203439,1.0925992639,2.7833033043,0.5563563638,5.3251979596,5.2988959004,4.2673793915,4.7809307787,3.3597837511,1.7211119007,2.5481141713,1.6388269328
Lepre1,1.8400057839,0.184556577,1.8400057839,0.184556577,0.6779250214,0.2105964691,0.6779250214,0.2105964691,NA,NA,2.8235356427,1.3481507811,NA,NA,0.8935218627,0.2465928813,2.4614942924,0.2346510336,2.0713439955,0.6855608425,NA,NA,0.8259163134,0.6767996676,1.9129701528,NA,2.2704114734,0.4363437933,0.7122951339,0.1967335494,0.5925686234,0.4477521247,2.1524798348,0.3420713831,2.1563682645,NA,0.7686837001,0.2834727064,NA,NA,2.1753471924,0.3101123798,2.1000308087,0.3427545309,0.7514356322,0.2733884873,0.7958203976,0.3015304866,NA,NA,2.1672963732,0.7995289126,NA,NA,0.7191099889,0.319273331,2.2328238362,0.5095093643,1.9091797104,NA,0.7551183734,0.1542405179,0.5292168406,NA,1.7872173591,0.7104789991,1.7489292426,0.4560588611,0.6650106801,0.4163974956,0.6483372999,0.4202692796,1.7578032673,0.3213740835,NA,NA,0.5886310876,0.2130106239,NA,NA,1.68155174,1.1215476907,1.2482801386,0.8546204259,0.8461394259,0.4309166116,NA,NA
Epb4.1,4.685480182,2.1617642944,4.685480182,2.1617642944,4.6967677148,0.6490098204,4.6967677148,0.6490098204,4.4826405963,0.8972919777,5.9207198329,NA,5.1546029858,1.5698687108,5.1403597292,1.5354554073,4.5290255296,0.417773335,4.9952820544,4.1327071008,6.0017118216,0.8985266691,4.8953160307,0.4801934792,4.5197765338,1.7155612607,4.3829566468,0.5620560288,4.5543607111,0.9183140354,4.3049663434,0.6680644643,4.7308128681,1.0861062093,4.6770260058,NA,4.7736492,0.8802940832,5.1861677778,1.0009869575,4.5816759084,1.4033222035,4.4210760312,1.4844911279,4.1626281245,0.868503262,5.0804264438,0.9852900399,4.258538876,1.0370825812,4.4744121306,1.1736314899,3.6598434337,0.8026803359,4.6207086746,0.7133355768,4.9782797223,1.0552777974,4.8122104035,0.7031103293,4.0111310209,1.0834195569,4.4775365794,0.7548318431,4.4098055725,1.402826632,4.4472131424,0.5349389857,3.9833463049,1.2554588679,4.3651967782,0.8029356447,4.094224795,1.8916090069,4.0038274137,0.8875068828,3.1817884584,1.9565875874,4.3862234549,1.1170038253,3.0289352351,2.1998113753,3.3650882746,2.3202174397,3.0905277729,3.2697734742,3.5339089931,2.7573479563
0610037L13Rik,49.0282853107,7.9481871479,49.0282853107,7.9481871479,66.3578601457,6.8526269263,66.3578601457,6.8526269263,48.3747225117,5.5547751732,45.5729857547,6.6021039169,69.0590775743,9.934412156,62.8463874672,10.4177007538,47.0066421239,9.1804007354,47.2288304936,7.3284523737,71.6119639368,9.5831996262,62.84536671,14.4749876703,46.0195826847,6.5564276489,48.5715621927,8.7520346876,68.6596046233,12.7959966696,71.2204326635,13.7346238152,45.9698279696,8.7181708048,45.4259047483,6.2783820194,62.1719750834,11.0272884183,67.0681105296,16.2071626516,42.651357151,5.939708786,44.9726504528,4.7468530736,63.9496637023,9.5974563797,59.5257803781,16.3945099219,43.5777822835,7.6788412715,44.9373748093,10.1725113569,65.2824456863,8.3232214801,66.2054312941,10.6966501468,42.7368759405,11.8054736318,45.643690145,11.6455948648,63.1276755301,7.9352205398,55.7857054801,8.9810226067,45.379897345,7.0843712776,44.0621789846,8.1825159592,68.6643031558,12.0586722755,65.1975473503,21.4201734627,43.7769286606,11.8674572948,43.0551752482,11.8804547117,63.9410744793,21.4633948806,65.096913112,18.718410128,36.2703551437,18.6295276037,40.8902740123,20.6960941784,50.4836117762,19.959485054,54.2250251565,25.9127803047
Srrm1,17.1687192249,1.0106504093,17.1687192249,1.0106504093,20.4222369059,3.0687795855,20.4222369059,3.0687795855,19.0621792149,2.4576685406,20.5215118386,2.4064269146,22.1776782703,3.3375811262,23.4216604223,1.9955616081,19.1781389318,0.9966139873,20.3245876566,1.6601523557,22.0908655817,4.5087050511,24.2935704591,3.6882934678,19.1252165863,6.5705084743,18.774307166,2.7318313938,22.4675150593,3.3468305926,21.0572097521,3.4755807214,19.2211280179,3.0435282763,19.1248112212,3.8560498699,22.7893656701,3.1254970979,21.0378275816,2.6393059743,18.9461515281,3.6471706826,19.1964952332,2.3483838867,21.774147554,2.0203613471,22.9426239547,1.9650941936,19.9144261584,5.6006763534,18.7296450448,8.8971937848,20.7856912023,3.0498257754,22.0858750228,3.1308395786,20.4437999772,2.1632922742,18.3810243391,1.2232294979,21.6268417473,3.9316968676,22.2623364822,4.5966481894,18.2062965749,4.4896344077,15.9978750312,4.3886532477,20.748819693,3.1446920795,19.0727319413,4.1672372,17.7536047675,5.4014067351,16.0708321529,3.698309936,21.0355424274,3.2870625413,18.6089863303,3.4048472113,15.9711005598,5.6746549902,14.0873557324,4.3379912495,19.1544364561,6.5920232228,17.0320236068,5.8310703887
Osbpl9,21.4656820123,3.9140741202,21.4656820123,3.9140741202,22.8333438323,3.3940736898,22.8333438323,3.3940736898,20.0746240762,2.3506934717,18.891695265,7.77043221,22.6283966175,3.0397924817,21.6195611778,6.4190281821,19.5131445895,4.2414960616,18.3018892676,3.4812667882,21.7127313736,4.282151296,20.3416912264,3.6660822921,19.2853511984,4.2269337895,21.1108440689,3.6597964257,19.3072250824,3.4775823487,21.0598990722,3.9851840676,20.0522756276,2.3688587721,19.4048934484,5.0742122753,21.436801607,3.0721565163,18.8482000315,3.1500430705,18.01642754,3.3097301851,22.5739120533,2.2377064846,22.3795949724,3.0987292917,20.4160613758,2.707311034,19.7537995628,4.0657543442,18.5438388695,2.705569335,20.7254695735,3.4409765671,21.2989518028,3.2884556633,16.7928745711,3.8522737599,17.5828945116,5.1619301191,17.2655695693,8.0019926669,22.496070031,2.9678625232,17.1347102269,7.3663543253,19.2953432211,3.9174954202,20.2029238682,4.4357483922,19.9344524072,3.689295561,15.2374372331,5.4101435947,16.0009501674,4.154340586,17.5775386902,6.6597129768,17.8577357088,4.4059980922,13.5822026849,9.4981872158,13.7112648688,6.8524484801,12.6695633405,10.0308460291,13.8221286984,4.5980333071
Gosr2,11.1032174063,2.0342578135,11.1032174063,2.0342578135,12.2999978229,9.2833592784,12.2999978229,9.2833592784,8.9348947778,1.928207245,11.7160473179,5.8378577942,12.0849202851,1.5778997483,16.7949889264,2.0062041612,12.0796926369,6.2862345308,14.7619336292,7.5682988524,NA,NA,NA,NA,9.9589444306,4.3739185064,NA,NA,11.2161900293,1.1833809046,12.2602777654,1.4342738081,NA,NA,12.8523087644,14.8958994689,10.4300736763,1.4982402802,11.2918209266,1.6844466804,12.0769685336,7.4543953047,13.4411949733,14.1468806551,11.3721216425,1.2605674884,13.1660172399,1.6791224432,10.8766231159,19.7521715347,8.3530005499,16.9803811103,12.5160883712,2.5576809346,9.5473244231,1.9071298811,11.158361516,2.2367889281,11.1994974791,2.5490469541,10.5521923653,6.1489267335,10.8796958673,4.1458407802,10.961473124,7.3225461237,11.5023314668,10.0361483123,18.1904765349,3.945575698,9.8189971751,3.3937618263,NA,NA,NA,NA,9.053033689,3.6177293061,NA,NA,11.1386686725,8.1050882754,8.3511056208,8.2161364751,13.2295066296,8.3054596126,NA,NA
Nrd1;AK138781;Mir761,8.5939825073,0.9000314336,8.5939825073,0.9000314336,7.6792163178,0.9651265206,7.6792163178,0.9651265206,7.8086544771,1.0584764726,7.1134214086,1.7901883421,7.4236827983,0.8053797546,6.365596586,0.635574964,6.6004791139,1.834211235,6.9212267832,1.221835311,6.9597524329,1.2914835873,6.7728704371,1.1109143166,6.5034659385,1.4478693456,7.7929768832,0.8909223687,5.6229397839,0.8332735143,7.011877916,0.622210009,6.9447256988,0.921449706,6.7151835304,0.9627376839,6.5512677973,0.673379428,6.9310862098,1.1494943968,7.1571288571,0.7625537791,7.5559876606,0.9705762041,7.166437857,1.3225693689,6.757701913,1.3189676406,6.5980778147,2.031916696,6.7233242811,1.5679751613,5.0336330138,0.4399436455,6.7231171435,1.1647832882,6.5934057422,1.2287398439,7.2814768526,1.3654069883,5.4133747126,0.9895128371,6.190418422,1.2288076353,7.1369109702,1.5989597128,6.8307305611,1.4694105555,6.0450885466,1.3695334471,5.9784247671,1.5268098409,5.9942718943,1.6374382022,7.0602860055,1.676783747,4.3435677964,1.6181332021,5.7431052451,1.8243729657,5.0114041752,2.3664831949,5.6426693438,2.5861069821,3.2043742523,2.1188634258,5.051578676,1.9346275349
Sec24a,6.8124614437,0.5181104066,6.8124614437,0.5181104066,6.9984347693,0.5568110792,6.9984347693,0.5568110792,9.5052157525,4.0373139827,9.5803453718,9.464614421,7.8019168337,NA,NA,NA,7.4004319409,4.835250846,6.4077171506,0.5486202069,6.0493315636,11.4010862564,6.6597837141,NA,7.5859038958,3.9448041832,9.4298459843,5.4335336287,3.5865162727,1.5801157371,2.6530728088,2.4837935802,6.4503790777,1.7269471517,6.5614240666,5.2368124441,6.1144990503,7.8522258587,6.3073389109,1.9747415893,6.6615434709,1.6179464395,6.3516473361,1.8688256121,5.985241258,2.6671016954,6.0836060242,6.4240610986,7.1635947564,NA,6.9715654045,3.6147662294,5.9034590942,3.5026653881,6.0612884668,1.7554100119,9.3307140923,NA,8.0600867821,0.8267125978,7.7683667375,1.1339971353,8.2509101417,2.9554579132,6.7672960827,2.0724447287,6.8203123177,2.2726762749,6.0028452902,3.4035829478,5.6348756002,2.3573191462,6.4719273474,1.6316980486,6.0697685448,1.8551333509,5.2602882134,8.2141468203,5.9420514134,1.8710139424,NA,NA,5.3391551145,4.1912942435,5.6897576218,2.9852821737,6.8088888884,3.7691975291
Exoc7,9.7887655195,2.5019465485,9.7887655195,2.5019465485,7.6281398467,1.2098769501,7.6281398467,1.2098769501,8.9653500852,3.9842748218,8.7325649694,3.2092838703,6.9994192802,0.9359040444,7.3813122283,1.884189639,8.891575248,3.0214760009,8.1058420334,2.5511865756,7.5104057977,1.3678169218,7.3476884707,2.1374324992,8.9127613984,2.124194997,9.2112805626,3.3464004928,7.5479994206,1.3212503009,7.8205754257,2.0573057,9.7873594815,2.7276997836,9.2563391781,2.5658264983,7.8455800549,2.8136834231,7.5025427706,2.3529762541,8.5869557899,4.5717256374,9.5989570591,2.7108119424,6.8084906752,2.9988041011,6.8442713056,2.5218975565,10.0968663593,2.7294163464,9.1219116234,1.4956508594,7.0670063025,1.1710334799,5.4490368865,2.6760659016,9.2254955666,2.7574004314,8.8807074193,2.4767943665,7.6482100771,0.9464952438,6.7629935426,1.4140744972,8.6505863106,1.8387817317,9.603210341,3.0518203171,6.3378205863,1.3698159598,7.2411300555,0.3068812438,8.2296273212,1.8141601206,9.0630815348,2.9578311876,3.9202404484,2.3992016465,5.4370249598,1.3944655243,7.6910971532,3.0404483863,8.5407898061,3.4556067306,6.1882249532,1.9984614384,6.1573341745,1.9591643831
Sh3pxd2b,93.9724825331,12.4902465061,93.9724825331,12.4902465061,83.761109356,20.9690060936,83.761109356,20.9690060936,86.4307189888,15.5456085768,83.2239180761,16.4475094862,85.8371745991,7.5638305495,74.0566337016,16.0886462258,82.9614188158,13.5424656053,83.7563378501,16.5123925435,86.7700850424,11.4747394007,79.2561405508,20.4921151603,76.215574988,13.9418734734,82.1576776555,14.0063073068,80.066864658,4.8421617941,85.4896395159,15.3913626594,80.0506585832,23.3771598676,79.9070043349,20.197048867,85.4298309522,12.8506808594,86.9479924022,18.0843499985,75.2919530671,24.6123353627,87.1614053986,19.1172131074,79.311583335,11.2350260578,87.544680016,20.0777175989,76.0471105781,21.3262769187,75.3140368168,23.6288256312,67.1355910768,20.5484746825,79.9467257559,17.2718831481,80.5211799305,19.7270667578,84.7325118292,18.075477459,76.0026670848,18.929056218,76.9043861265,21.6479199442,73.4461909987,23.4373325711,77.2274110459,20.3500070796,72.3103859978,13.6755526989,82.3485190398,14.6594845645,66.6273098634,19.3075275825,77.026029887,20.1786824529,70.2447742947,17.9262965365,77.986539971,16.2533303879,48.2349397688,24.2380969613,69.4813235148,26.2051083389,57.1378684059,23.7446740485,66.2902178264,26.4898162384
Arhgap27,3.6766383586,0.4988413791,3.6766383586,0.4988413791,3.556523658,0.9333330555,3.556523658,0.9333330555,2.9065516978,NA,2.8091533672,NA,3.6660780063,NA,3.0030281887,0.7563730678,2.7431579438,0.8071707894,3.1738442594,NA,3.1653828168,0.7589767966,3.171722083,0.9245608876,2.562197916,1.5702623153,4.4976445575,1.1275481311,2.8892938884,1.5263538111,2.8822816802,0.7872292513,2.8058829296,1.524175045,2.5419266902,2.1253543743,3.0158914712,1.1215666055,2.8466003624,0.3499232603,2.607102191,2.8245959101,2.8343624594,1.7986411937,3.8368833179,1.1496427173,2.981602951,0.5344895054,3.0774085572,1.999909958,2.6117823584,1.5353755808,3.6520519758,0.8664366376,3.6086873246,1.3497940183,3.0085374039,1.5731381467,2.7231945508,4.2647549642,3.6610902334,0.6909821743,3.3808288704,0.9414713835,2.2319641901,1.22947481,2.5812198681,1.0824451985,NA,NA,3.9723372759,NA,2.2730916905,1.1815799148,2.4218449398,1.868377875,NA,NA,3.458231068,0.9023748574,1.5077578013,1.3070623172,2.1040866503,1.4542917649,2.7951056267,1.5548444375,2.6181281207,1.8983497204
Pcyt2,12.3286726007,0.8879724306,12.3286726007,0.8879724306,16.0857702351,5.0829783238,16.0857702351,5.0829783238,11.5293791591,5.4941390578,11.5931182698,3.3772138419,15.1215134322,3.5455360996,14.762144865,2.5257541201,12.9275657614,3.2195121391,11.4455732227,2.285617565,14.2459298853,2.6132833347,15.3250063688,0.7967693098,11.4168896152,2.2532593802,11.6658247473,4.1866782628,14.9031913738,4.0208411581,14.8162123539,3.926472242,11.1964567822,2.3282813095,12.2612639985,2.238402203,15.709961928,1.258734258,15.9202967178,0.6811746605,10.6810589472,8.6195613598,11.1656786099,1.2500545435,15.3071577278,1.7605150952,16.5784863971,1.5145482183,11.2637635497,10.8970839795,11.2542127763,1.181166393,13.4131594944,0.7351471144,15.9820158839,3.9838463644,10.7190304903,1.9061341678,11.7316083738,0.6873187447,14.1238539471,3.6019204924,15.1002975526,3.5657462247,11.8815005104,2.1006821531,12.2981590168,2.8338546565,13.0408823281,1.3949343932,14.6141458565,6.2092488883,9.5983360797,1.9234754563,10.847805027,3.5944511062,12.6836400355,2.5192033998,13.6423946261,1.1852086669,7.0905792778,5.0855043724,8.6620448755,6.9292133054,11.4810695753,2.6153772512,13.2880834409,3.9125305796
Ebp,154.0481705771,7.33347596,154.0481705771,7.33347596,80.1348425583,5.3919544014,80.1348425583,5.3919544014,150.1040387196,10.7603836563,144.4832882222,11.5691579539,70.4326736486,5.6820351524,56.5962137403,10.6685597419,123.9220780789,9.8441862488,156.090260143,12.0929330582,64.5835171023,6.3890840866,76.5104246464,7.6950829161,136.0990178512,14.2084052799,146.024255056,13.1227877386,38.0674864717,10.5218669575,NA,NA,126.6989177786,24.2689059478,145.205197426,13.8801956668,49.7439496382,19.2103195774,67.8331831576,18.365177795,143.9620523647,9.7691998328,156.1207289502,10.3146592782,58.5161560457,9.3696470484,80.2421104143,9.1520292174,137.8359338857,16.1125573325,136.2829355474,13.096394425,63.5256826192,15.4366067617,75.9356968281,9.116955803,134.9716807699,12.9082873428,123.5927094803,10.2734124874,54.9620494843,17.7889666423,74.5429009959,10.0963518682,117.8409340103,19.7550923487,125.5210508252,19.2802152037,68.019464423,8.9121686663,54.6966076658,7.2792506269,106.2687035062,22.9655740853,130.6832555042,19.686641136,61.5560899672,13.7293184876,69.0353411204,8.8774133847,118.4219386103,45.3950256864,145.6524249954,38.5754570301,52.9600286438,19.3195062275,83.0647755242,21.8045439778
Rpn2,73.5459790486,6.5555720046,73.5459790486,6.5555720046,54.5160390136,10.9634893494,54.5160390136,10.9634893494,67.5774764143,18.7230760077,63.9896102071,8.4899614239,47.8568294045,6.763729123,44.5542981432,8.5442379585,62.76360798,7.091462748,63.3951929202,6.9135794674,39.9861035988,4.2592655391,38.2249813931,4.9121459738,59.9003889973,9.3687869656,67.907113418,14.2256183224,28.9346936917,7.0513011345,44.3244773757,5.8145732095,58.3321079119,6.6905724049,65.4696986097,7.1548187067,32.489492402,4.5369745056,38.1694676349,6.3853653384,57.52702473,8.2780090718,60.0366515512,15.6809193441,42.939331584,15.0734147949,50.2917607675,4.0995336097,48.7083070026,4.4308665201,63.2266504985,3.8609878677,43.9117209682,11.2141614788,48.32570122,10.6207239615,54.3342250339,4.1503754172,50.6031339084,9.6874390024,32.9621190653,4.7739950718,41.1532822066,3.3672530299,53.8109424581,6.6746276555,59.1523653292,4.5176259994,50.2394171875,3.5207305946,39.2125640337,7.5287816741,51.3195487159,5.9780474128,56.7777544731,16.7045609186,38.6518503882,16.0045066002,30.2226894953,4.7280704059,52.9771028293,17.8598953298,54.0828408314,20.2278433292,28.1177086689,8.204060985,47.7848298012,13.115002875
Chm,NA,NA,NA,NA,5.7740349023,1.1261392533,5.7740349023,1.1261392533,2.3436433388,0.6386867986,2.3440693031,0.7292588632,5.8459788339,2.1135050864,4.822827551,1.5718066604,2.6287131188,0.8733379141,2.8944823965,1.1198551928,6.0018696834,5.1299137477,5.9850423878,8.3098120616,NA,NA,2.6355757059,0.7370823115,5.7782746131,2.7798253242,5.955670796,2.3352902326,3.0966730832,0.5632967143,2.3193811342,2.1953673327,5.5091542391,1.9421671242,6.5317082457,3.519273244,3.6435950337,25.3864584059,NA,NA,5.8947338725,1.4792880663,6.39755461,2.6792916497,1.7123755973,0.5304216984,1.9735452067,0.5518967492,5.7696200013,0.7941995207,5.7177743922,0.7239669899,1.8940138026,0.937257409,2.9190676877,3.4287585668,5.4146461449,1.1423281308,5.6200290873,1.0035075677,3.1367537184,1.5783794475,4.1075846486,3.5258031185,6.0384157064,5.9178274349,6.2770746654,0.9352454092,2.1678737192,0.7074951363,2.069079663,1.0781030679,4.0534975782,0.9818725643,5.3183195853,7.7031735681,1.5907551533,0.732485791,2.9059115944,1.1947263574,3.3021697766,1.9824737554,5.2987072143,2.1621228065
Ddi2,76.8805499161,5.811901678,76.8805499161,5.811901678,61.3465692386,6.531287247,61.3465692386,6.531287247,71.1493376392,13.8449027667,61.9927082963,7.4122876515,63.0725053441,5.5191627726,60.204281902,7.7394710915,77.9026505041,7.435063693,66.8371511535,8.4281018987,57.8427264813,5.3788122331,60.9511458361,9.0900964364,67.0366204326,7.5984325657,78.2731771554,11.4782452529,62.8476869203,5.7971356784,62.0859586071,8.180703476,64.7775791796,7.7357121676,68.2414794455,10.274191187,57.8815806904,6.5244102556,61.3211953001,9.1124311718,63.8280058888,8.0955553863,68.3386969515,9.0023550952,58.1028382671,7.1431771158,65.3152635447,6.2026706589,62.1977211384,11.5072519678,67.4474115192,9.5727827553,53.6119633976,8.0007968661,61.8170485239,7.2933831267,70.6641963715,10.9618622452,63.819404809,8.1887019177,55.2972633079,8.3569186745,55.7571382908,7.764876653,65.6442520987,13.344135018,63.3082722783,8.1188915768,53.6937795812,10.7071085648,60.7818711233,9.6433256916,65.8271927305,17.3092265131,62.3870610836,12.9454163285,55.0102013879,14.942383207,49.2163417257,6.5982491516,50.3603350359,19.5721407136,54.4118706019,14.7835115299,43.5415656602,18.7767859721,48.1583693941,14.6339932802
Ampd2,34.2129080703,7.3116520948,34.2129080703,7.3116520948,32.314394703,8.2381990308,32.314394703,8.2381990308,29.7938691484,6.5086465209,29.400633621,8.0793977567,35.9932978444,5.82805487,38.733896443,6.521406927,29.8153725795,4.1021523787,28.4027065354,7.949641377,38.3287916349,6.4459454879,31.3733819915,7.0082664254,28.9735049847,6.2850612839,29.2372579461,10.4406718218,38.1915895581,5.5681583474,34.5533356972,4.6542116917,29.4166830304,7.7275979964,30.2118162662,6.354405618,30.9259933973,5.0506728907,31.0865374959,5.8770814159,31.8011946297,6.5729616004,33.3864156793,7.8871395846,30.7081805082,4.4526179453,32.1625413288,5.1293568856,28.2270698277,9.8622901463,35.4496123195,7.1502641038,30.4282158027,4.0917522691,28.961355162,5.3462808816,31.6640419997,5.3451016129,36.3885704643,7.6149711458,27.1805892121,7.0537736116,33.3521241532,6.5147585694,28.3290361285,9.8192731644,31.0495841665,9.2738652388,26.7926643226,4.4440715101,34.1377993798,6.8354944705,27.6684946691,10.5501119167,28.6862790219,9.1567710721,36.5189479834,7.950670041,26.3512757574,4.4450634638,24.3655463725,10.1089941168,27.0560655899,8.9437638489,22.5739044002,8.6219913287,24.8348725761,9.4693403736
Tcfe3;Tfe3,17.6079531343,2.2103451292,17.6079531343,2.2103451292,11.7440012803,3.2351312335,11.7440012803,3.2351312335,13.0802276561,4.1820072297,17.0070388809,2.2023188937,13.3093903385,2.6679149105,14.1284553023,4.1029863508,13.2841148611,2.137060492,14.8898365766,3.1543577903,16.8474391912,3.2575557831,13.7133984864,2.9138261626,13.7841602069,4.0102766502,20.2714661453,4.1431774644,12.1598441526,3.9898786736,12.1699074544,8.3353814757,14.5410601421,3.9999462808,13.2267482413,3.6761365495,11.5355574751,4.3482983224,11.7416589481,3.4152131757,11.6490171101,4.9248497339,12.2947683967,5.6981870316,9.9052278719,2.1711505512,15.3657460874,3.1983901272,12.6219064186,3.9458388835,13.3886082301,3.7056423595,9.353195792,NA,15.140929871,2.5860404196,10.268390489,2.7483229289,11.0773003592,3.5436781225,8.4133605413,3.376433581,11.8932409391,3.8496074402,9.8393911008,4.731393858,11.4651623552,5.8008261916,NA,NA,12.3631973927,4.0113080842,10.6510918952,5.9305474516,7.7856113188,5.2498309995,NA,NA,14.3676165314,5.8941974976,4.9882189132,9.5009470465,7.9188550654,7.4672648043,NA,NA,10.003587603,9.5062401183
